Name,Record,KDA,CSPM,GPM,Gold %,Kill Participation %,Damage Per Minute,Damage %,K+A/M,Solo Kills,Penta Kills,Champion A,Games A,Winrate A,Champion B,Games B,Winrate B,Champion C,Games C,Winrate C
6ax S13 Summer,6W - 8L,3.3,8.4,406,22.6%,74%,617.3,30.7%,0.29,4,-,Azir,4,50%,Ahri,3,33.3%,Jayce,2,50%
6ax S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BaekHo S11 Spring,7W - 5L,4.2,8.7,425,23.4%,70.1%,410.9,22.8%,0.32,2,-,Kaisa,4,50%,Aphelios,2,100%,Xayah,2,50%
BaekHo S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BaekHo S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BaekHo S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BaekHo S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BaekHo S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BaekHo S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bean S11 Spring,20W - 11L,7.0,9.1,461,24.9%,73.6%,529.3,25.8%,0.4,9,-,Kaisa,11,72.7%,Xayah,7,57.1%,Tristana,5,60%
Bean S11 Summer,39W - 26L,5.8,8.8,443,23.7%,68.1%,583.3,27.2%,0.37,9,-,Aphelios,15,66.7%,Varus,12,75%,Ezreal,11,63.6%
Bean S12 Spring,26W - 8L,6.2,8.9,443,23.2%,65.8%,572.3,27.3%,0.37,4,-,Zeri,8,50%,Jinx,7,85.7%,Ezreal,3,100%
Bean S12 Summer,8W - 10L,3.6,8.7,413,23.6%,67.9%,494.9,24.4%,0.26,-,-,Zeri,4,50%,Kalista,3,66.7%,Xayah,2,0%
Bean S13 Spring,15W - 9L,5.2,9,432,23.5%,67.2%,617.4,24.9%,0.32,3,-,Varus,8,62.5%,Zeri,6,50%,Xayah,3,100%
Bean S13 Summer,8W - 10L,4.0,9.3,436,24%,68.7%,610.7,27.5%,0.32,2,-,Aphelios,4,25%,Jinx,3,66.7%,Xayah,3,66.7%
Bean S14 Spring,5W - 11L,3.2,8,396,23.1%,69.3%,620.3,27.8%,0.25,1,-,Varus,4,50%,Senna,3,33.3%,Ezreal,3,33.3%
Choisix S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Choisix S11 Summer,0W - 2L,1.7,1.4,235,14.1%,66.8%,165.3,8.4%,0.34,-,-,Leona,1,0%,Thresh,1,0%,-,-,-
Choisix S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Choisix S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Choisix S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Choisix S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Choisix S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agentas S11 Spring,4W - 8L,4.6,6,356,20.3%,73.6%,401.9,20.7%,0.37,2,-,Graves,3,33.3%,Olaf,3,0%,Taliyah,2,100%
Agentas S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agentas S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agentas S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agentas S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agentas S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agentas S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aeon S11 Spring,8W - 10L,4.3,8.6,419,24.1%,71.2%,475.1,26.7%,0.26,3,-,Aphelios,4,50%,Miss Fortune,3,66.7%,Jhin,3,33.3%
Aeon S11 Summer,7W - 16L,3.0,9,406,24.8%,57%,519.4,29.4%,0.21,1,-,Jinx,7,42.9%,Varus,3,33.3%,Ezreal,3,0%
Aeon S12 Spring,14W - 11L,5.7,8.1,420,23.2%,67.4%,542,26.7%,0.36,2,-,Aphelios,7,57.1%,Jinx,7,57.1%,Varus,5,20%
Aeon S12 Summer,12W - 13L,3.0,7.8,413,23.4%,63.1%,691.5,30.2%,0.27,6,-,Ezreal,10,70%,Senna,2,50%,Jinx,2,0%
Aeon S13 Spring,7W - 7L,4.7,8.9,421,24.6%,69.3%,738.4,31.5%,0.26,3,-,Varus,5,40%,Ezreal,4,100%,Lucian,1,0%
Aeon S13 Summer,15W - 11L,3.4,8.7,420,23.2%,71%,558.3,26.3%,0.31,2,-,Varus,6,50%,Ashe,5,60%,Miss Fortune,4,75%
Aeon S14 Spring,13W - 8L,5.2,7.1,406,21.8%,70.5%,675.5,25.7%,0.35,7,-,Senna,6,33.3%,Varus,4,50%,Ashe,3,66.7%
Afm S11 Spring,9W - 13L,5.1,7.7,422,24.6%,81.8%,550.1,31%,0.34,6,-,Kaisa,5,40%,Jhin,4,25%,Senna,4,50%
Afm S11 Summer,15W - 13L,3.6,8.1,402,22.7%,62.8%,513.5,24.2%,0.29,3,-,Aphelios,6,66.7%,Tristana,4,50%,Seraphine,3,100%
Afm S12 Spring,3W - 15L,3.0,8.9,380,23.3%,77.8%,426.4,27.7%,0.19,3,-,Aphelios,4,0%,Caitlyn,4,25%,Jhin,4,0%
Afm S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Afm S13 Spring,14W - 9L,8.3,9.1,424,23.2%,68.2%,598.3,27.8%,0.32,4,-,Zeri,7,57.1%,Miss Fortune,5,80%,Xayah,3,100%
Afm S13 Summer,8W - 10L,4.8,9.3,441,24.1%,64.9%,649,29.4%,0.28,1,-,Xayah,5,60%,Miss Fortune,3,33.3%,Kaisa,3,33.3%
Afm S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ablazeolive S11 Spring,4W - 20L,1.7,8.4,365,22.3%,72.5%,468.6,27.5%,0.16,3,-,Syndra,5,20%,Orianna,4,0%,Twisted Fate,3,66.7%
Ablazeolive S11 Summer,11W - 19L,2.7,8.1,391,22.6%,68.3%,515.4,26.1%,0.25,6,-,Viego,4,25%,Lucian,3,33.3%,Sylas,3,33.3%
Ablazeolive S12 Spring,9W - 13L,2.4,8.5,389,22.2%,64.6%,563,29.4%,0.22,9,-,Viktor,8,50%,Corki,5,40%,Ryze,4,50%
Ablazeolive S12 Summer,9W - 16L,2.6,8.4,389,22.2%,69.2%,606.9,28.1%,0.25,5,-,Azir,7,28.6%,Ahri,4,25%,Lissandra,3,33.3%
Ablazeolive S13 Spring,3W - 12L,1.4,8.6,367,22%,53.1%,580.5,27.2%,0.16,3,-,Azir,4,25%,Sylas,2,50%,Taliyah,2,0%
Ablazeolive S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ablazeolive S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alchemy S11 Spring,7W - 10L,2.0,1.2,218,12.7%,65.2%,127.3,7.1%,0.23,1,-,Rell,4,50%,Thresh,4,50%,Galio,2,50%
Alchemy S11 Summer,6W - 6L,2.5,1.1,224,13.3%,74.6%,141,7.3%,0.26,-,-,Thresh,4,50%,Nautilus,3,66.7%,Seraphine,2,50%
Alchemy S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alchemy S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alchemy S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alchemy S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alchemy S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chryssey S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chryssey S11 Summer,1W - 4L,2.8,8.4,386,22.5%,43.6%,466,21.4%,0.24,1,-,Ziggs,1,0%,Xayah,1,0%,Seraphine,1,0%
Chryssey S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chryssey S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chryssey S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chryssey S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chryssey S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Babip S11 Spring,11W - 12L,3.1,6.1,339,19.3%,78%,282.4,15.9%,0.29,-,-,Hecarim,7,85.7%,Nidalee,4,25%,Udyr,3,33.3%
Babip S11 Summer,26W - 17L,4.1,5.7,358,19.6%,74.3%,352.3,18.4%,0.36,4,-,Nidalee,8,87.5%,Xin Zhao,5,60%,Hecarim,4,50%
Babip S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Babip S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Babip S13 Spring,18W - 17L,3.6,4.9,331,17.9%,62.2%,301.5,13.1%,0.37,4,-,Wukong,12,50%,Vi,9,44.4%,Sejuani,7,71.4%
Babip S13 Summer,6W - 7L,3.2,4.9,340,18.8%,62.8%,294.3,13%,0.33,1,-,Wukong,4,75%,Maokai,2,50%,Viego,2,100%
Babip S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alternative S11 Spring,22W - 4L,5.6,8.1,454,24.5%,72.9%,657.4,33.9%,0.37,3,-,Kaisa,5,80%,Senna,5,80%,Jinx,5,80%
Alternative S11 Summer,28W - 15L,3.9,8.7,435,24.1%,71.4%,668.4,31.9%,0.35,4,-,KogMaw,8,75%,Jinx,8,50%,Varus,5,80%
Alternative S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alternative S12 Summer,22W - 14L,3.4,1.3,266,14.7%,73.1%,296.5,12.4%,0.36,2,-,Tahm Kench,8,87.5%,Renata Glasc,7,42.9%,Karma,6,50%
Alternative S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alternative S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alternative S14 Spring,1W - 0L,5.8,7.2,457,22.7%,92%,460.1,14.6%,0.65,-,-,Varus,1,100%,-,-,-,-,-,-
Annyeong S11 Spring,3W - 11L,1.9,1,232,13.5%,63.1%,182,9.7%,0.26,-,-,Rell,5,40%,Thresh,2,50%,Sett,1,0%
Annyeong S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Annyeong S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Annyeong S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Annyeong S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Annyeong S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Annyeong S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushy S11 Spring,18W - 6L,4.7,8.6,467,24.5%,72.6%,711.9,29.4%,0.52,6,-,Kaisa,4,75%,Xayah,4,75%,Vayne,3,100%
Bushy S11 Summer,20W - 12L,3.8,8.4,412,22.6%,65.3%,599.4,27.3%,0.31,9,-,Varus,6,100%,Seraphine,5,40%,KogMaw,3,66.7%
Bushy S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushy S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushy S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushy S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushy S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aix S11 Spring,2W - 2L,2.5,6.7,345,19.8%,66.4%,291,15.4%,0.18,-,-,Graves,1,0%,Lillia,1,0%,Pantheon,1,100%
Aix S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aix S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aix S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aix S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aix S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aix S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alexx S11 Spring,8W - 10L,3.1,6.2,340,19.6%,60.6%,304.3,17.7%,0.24,3,-,Nidalee,4,50%,Udyr,4,50%,Lillia,4,50%
Alexx S11 Summer,12W - 9L,4.0,5.8,344,19.2%,67.6%,322.2,15.5%,0.3,-,-,Diana,3,100%,Trundle,3,33.3%,Lillia,2,50%
Alexx S12 Spring,10W - 12L,2.8,4.9,321,18%,70.1%,272.2,12%,0.33,5,-,Hecarim,6,83.3%,Jarvan IV,5,40%,Lee Sin,3,33.3%
Alexx S12 Summer,12W - 11L,3.2,5.1,319,17.7%,72.8%,272.5,11.4%,0.27,2,-,Wukong,7,14.3%,Viego,5,100%,Poppy,5,60%
Alexx S13 Spring,14W - 13L,3.2,5.1,322,18.1%,68.4%,298.1,13.6%,0.3,2,-,Vi,9,55.6%,Sejuani,7,71.4%,Wukong,4,50%
Alexx S13 Summer,9W - 12L,3.1,5.1,325,18.2%,71.2%,293.9,13.4%,0.3,-,-,Maokai,6,66.7%,Sejuani,5,40%,Vi,3,66.7%
Alexx S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CblpHuK S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CblpHuK S11 Summer,0W - 5L,1.3,1.8,230,14.3%,60%,253.3,11.6%,0.23,-,-,Sett,2,0%,Braum,1,0%,Rell,1,0%
CblpHuK S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CblpHuK S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CblpHuK S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CblpHuK S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CblpHuK S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aladoric S11 Spring,19W - 12L,5.2,1.1,245,13.5%,74.6%,182,9.3%,0.39,-,-,Rakan,8,75%,Rell,4,75%,Alistar,3,33.3%
Aladoric S11 Summer,24W - 11L,4.4,1.2,246,13.2%,69.4%,154.5,8.1%,0.39,1,-,Leona,14,100%,Rakan,6,33.3%,Nautilus,4,75%
Aladoric S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aladoric S12 Summer,27W - 6L,5.8,1.2,266,13.5%,78.9%,203.1,8.5%,0.48,1,-,Rakan,12,83.3%,Nautilus,7,85.7%,Yuumi,4,100%
Aladoric S13 Spring,18W - 17L,4.3,0.9,251,13.6%,72.4%,197.9,8.6%,0.43,1,-,Leona,6,66.7%,Thresh,6,33.3%,Nautilus,5,40%
Aladoric S13 Summer,22W - 12L,4.1,1.2,252,13.4%,71.7%,193.9,8.2%,0.44,2,-,Alistar,7,42.9%,Nautilus,6,66.7%,Rakan,6,50%
Aladoric S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BEAAAT S11 Spring,8W - 5L,3.9,1.3,250,13.7%,66.2%,218.9,10.9%,0.41,-,-,Nautilus,3,100%,Maokai,2,100%,Leona,1,0%
BEAAAT S11 Summer,13W - 18L,2.1,1.3,239,13.4%,63.6%,151.9,7.4%,0.34,-,-,Thresh,9,44.4%,Braum,5,40%,Nautilus,5,60%
BEAAAT S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BEAAAT S12 Summer,2W - 12L,1.8,1.2,218,13.5%,57.6%,185.3,8.9%,0.23,-,-,Nautilus,2,0%,Braum,2,50%,Rakan,2,0%
BEAAAT S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BEAAAT S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BEAAAT S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acce S11 Spring,9W - 9L,2.4,7.3,354,20.4%,51.1%,336.2,17.5%,0.2,3,-,Sion,6,50%,Renekton,5,60%,Aatrox,2,50%
Acce S11 Summer,16W - 11L,4.0,6.6,338,19%,55.3%,377.6,17.8%,0.27,5,-,Ornn,9,66.7%,Dr. Mundo,7,71.4%,Malphite,4,75%
Acce S12 Spring,16W - 14L,2.9,7.8,370,20.7%,54.6%,395.8,21.8%,0.22,14,-,Gnar,7,71.4%,Sion,6,66.7%,Jayce,3,66.7%
Acce S12 Summer,19W - 7L,5.3,7.6,381,20%,55.4%,460,18.8%,0.34,7,-,Ornn,9,77.8%,Sejuani,8,75%,Gnar,6,66.7%
Acce S13 Spring,8W - 2L,4.8,7.9,382,19.7%,41.6%,359.3,15.4%,0.24,2,-,KSante,5,80%,Renekton,2,100%,Gnar,2,100%
Acce S13 Summer,7W - 11L,3.4,7.6,357,20.3%,56.8%,403,18%,0.23,3,-,Ornn,4,50%,Sion,4,75%,Malphite,3,33.3%
Acce S14 Spring,8W - 22L,2.0,7.8,366,21.2%,44.3%,428,20%,0.18,6,-,KSante,8,25%,Aatrox,6,16.7%,Volibear,4,75%
Alleex S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alleex S11 Summer,0W - 1L,1.0,0.5,196,12.5%,36.4%,96,6.6%,0.15,-,-,Rakan,1,0%,-,-,-,-,-,-
Alleex S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alleex S12 Summer,0W - 3L,1.4,0.7,211,13.5%,73.5%,211.9,11.4%,0.14,-,-,Seraphine,1,0%,Braum,1,0%,Renata Glasc,1,0%
Alleex S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alleex S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alleex S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bola S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bola S11 Summer,0W - 2L,1.1,7.9,343,22.2%,47.9%,514.5,33%,0.11,-,-,Varus,1,0%,Ezreal,1,0%,-,-,-
Bola S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bola S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bola S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bola S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bola S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aslan S11 Spring,17W - 10L,5.1,8.2,392,21.7%,66%,544.9,28.3%,0.31,6,-,Syndra,4,50%,Zoe,4,75%,Viktor,4,75%
Aslan S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aslan S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aslan S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aslan S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aslan S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aslan S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaupere S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaupere S11 Summer,8W - 18L,2.8,8.5,400,22.9%,63.3%,629.8,30.6%,0.31,14,-,Vex,6,33.3%,Viktor,3,33.3%,Syndra,3,33.3%
Beaupere S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaupere S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaupere S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaupere S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaupere S14 Spring,10W - 10L,3.5,8.4,407,22%,61.7%,791.2,31.9%,0.33,7,-,Orianna,9,55.6%,Viktor,5,80%,Azir,2,50%
Alive S11 Spring,9W - 9L,3.1,9.5,446,25.2%,67.5%,483.3,27.5%,0.28,1,-,Xayah,8,62.5%,Kaisa,5,60%,Miss Fortune,2,0%
Alive S11 Summer,25W - 9L,4.2,8.9,432,23%,61.3%,526.5,25.2%,0.32,7,-,Ezreal,7,57.1%,Kalista,6,100%,Varus,4,75%
Alive S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alive S12 Summer,6W - 12L,2.4,9.2,427,23.6%,68.1%,490.3,25.9%,0.23,1,-,Kalista,4,50%,Aphelios,3,0%,Sivir,3,66.7%
Alive S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alive S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alive S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bounty S11 Spring,19W - 8L,3.7,1.2,243,13.1%,68.4%,158.4,8.4%,0.35,1,-,Rell,7,71.4%,Thresh,6,83.3%,Tahm Kench,5,80%
Bounty S11 Summer,19W - 5L,4.1,1.2,242,12.9%,63.4%,153.4,7.5%,0.35,-,-,Thresh,7,85.7%,Leona,4,50%,Karma,3,100%
Bounty S12 Spring,17W - 11L,2.9,1.1,237,13%,69.8%,158.2,8.5%,0.31,-,-,Tahm Kench,8,87.5%,Leona,7,42.9%,Nautilus,5,60%
Bounty S12 Summer,14W - 10L,2.5,0.8,226,12.5%,70.8%,150,7.2%,0.29,-,-,Nautilus,9,66.7%,Nami,3,66.7%,Leona,2,50%
Bounty S13 Spring,1W - 5L,2.6,0.6,218,13.2%,73.5%,162,8%,0.23,-,-,Karma,2,50%,Lulu,1,0%,Yuumi,1,0%
Bounty S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bounty S14 Spring,13W - 10L,3.1,0.9,248,13.7%,79%,171,7.4%,0.34,-,-,Rell,9,66.7%,Nautilus,6,16.7%,Milio,4,75%
Acciy S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acciy S11 Summer,1W - 8L,1.7,5.2,299,18.6%,57.9%,218.5,12.4%,0.2,1,-,Viego,4,0%,Xin Zhao,1,0%,Nocturne,1,0%
Acciy S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acciy S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acciy S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acciy S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acciy S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aoi Haru S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aoi Haru S11 Summer,8W - 13L,2.7,7,354,21.1%,60.7%,360.9,20.9%,0.22,8,-,Dr. Mundo,7,57.1%,Sett,3,0%,Karma,2,50%
Aoi Haru S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aoi Haru S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aoi Haru S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aoi Haru S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aoi Haru S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asta S11 Spring,17W - 7L,6.4,6.6,373,20.1%,68.9%,306.6,16.1%,0.36,6,-,Udyr,7,71.4%,Graves,4,75%,Volibear,4,50%
Asta S11 Summer,20W - 6L,7.7,6.2,365,19.5%,65.9%,323.1,15.9%,0.36,2,-,Xin Zhao,6,66.7%,Diana,6,66.7%,Rumble,4,75%
Asta S12 Spring,2W - 10L,1.8,5.2,305,18.5%,66.5%,245.7,14.5%,0.18,-,-,Xin Zhao,8,25%,Jarvan IV,2,0%,Lee Sin,2,0%
Asta S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asta S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asta S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asta S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Advienne S11 Spring,24W - 10L,3.6,1.1,239,13%,64.1%,138.3,6.4%,0.34,-,-,Rell,12,75%,Alistar,6,100%,Tahm Kench,5,60%
Advienne S11 Summer,13W - 9L,4.0,1.2,238,12.9%,70.6%,139.6,6.8%,0.38,1,-,Thresh,5,80%,Leona,4,50%,Braum,3,66.7%
Advienne S12 Spring,2W - 3L,3.1,0.9,218,12.6%,80.7%,100.5,5.1%,0.26,-,-,Nami,1,0%,Lulu,1,0%,Rakan,1,100%
Advienne S12 Summer,20W - 14L,3.9,0.7,232,12.5%,68.7%,150.1,7.2%,0.29,1,-,Lulu,7,42.9%,Renata Glasc,6,83.3%,Leona,5,60%
Advienne S13 Spring,16W - 15L,3.9,0.8,237,12.9%,68.9%,184.3,7.8%,0.31,2,-,Nautilus,9,77.8%,Braum,3,100%,Karma,2,50%
Advienne S13 Summer,4W - 9L,2.5,0.8,215,12.4%,64.3%,114,5.7%,0.19,-,-,Lulu,4,75%,Yuumi,2,50%,Rakan,2,0%
Advienne S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Azra S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Azra S11 Summer,4W - 14L,1.9,5.7,331,20%,68.2%,328.2,16.9%,0.25,1,-,Hecarim,4,25%,Xin Zhao,4,25%,Olaf,3,33.3%
